City Name,Latitude,Longtitude,Max Temperature,Humidity,Cloudiness,Wind Speed,Country,Date
Tegul'det,57.3064,88.1667,286.48,50,54,1.22,RU,1663318140
Poya,-21.35,165.15,293.77,79,62,3.12,NC,1663318140
Brasiléia,-11.0161,-68.7481,289.86,90,100,1.24,BR,1663318140
Saurimo,-9.6608,20.3916,304.77,18,83,3.28,AO,1663318141
Aberystwyth,52.4155,-4.0829,283.54,73,17,5.55,GB,1663318141
Semypolky,50.7167,30.9333,292.0,73,73,5.37,UA,1663318141
Chala,-7.5833,31.2667,296.38,35,46,4.35,TZ,1663318142
Lárdos,36.0942,28.0157,300.34,45,0,2.45,GR,1663318142
Krasnosel'kup,65.7,82.4667,281.43,60,100,3.11,RU,1663318142
Waggaman,29.9185,-90.2109,298.15,82,0,0.0,US,1663318143
Buala,-8.145,159.5921,300.25,70,0,1.78,SB,1663318143
Chabahar,25.2919,60.643,302.56,73,6,4.15,IR,1663318143
Tevaitoa,-16.7833,-151.5,298.53,75,17,10.92,PF,1663318144
Buin,-33.7333,-70.75,287.45,86,100,0.48,CL,1663318144
Hasaki,35.7333,140.8333,300.53,71,97,4.21,JP,1663317991
Henties Bay,-22.116,14.2845,290.3,77,78,2.91,NA,1663318144
Ballina,-28.8667,153.5667,292.6,81,18,5.15,AU,1663318145
Jalu,29.0331,21.5482,303.83,27,0,1.92,LY,1663318145
Zhezkazgan,47.8043,67.7144,290.14,22,40,9.0,KZ,1663318145
Manubul,5.4732,120.7986,301.91,68,100,0.1,PH,1663318145
Mudanjiang,44.5833,129.6,286.21,97,100,1.43,CN,1663318146
Jhānsi,25.4333,78.5833,302.14,72,95,4.64,IN,1663317945
Mairana,-18.1167,-63.9333,280.53,78,100,0.83,BO,1663318147
La Brea,15.8,-85.9667,296.53,91,68,1.44,HN,1663318147
Raychikhinsk,49.7838,129.4121,291.75,78,99,2.29,RU,1663318147
Gornopravdinsk,60.05,69.9,289.31,50,98,3.19,RU,1663318148
Córdoba,-31.4135,-64.1811,287.62,35,0,6.69,AR,1663318148
Angoche,-16.2325,39.9086,300.37,57,20,4.29,MZ,1663318149
Northam,51.0333,-4.2167,287.38,71,33,7.45,GB,1663318149
Beni Mazar,28.4962,30.8029,303.0,30,0,5.1,EG,1663318149
Fare,-16.7,-151.0167,298.39,76,28,10.83,PF,1663318150
Wattegama,6.7989,81.4808,310.06,32,17,2.4,LK,1663318150
Arona,28.0996,-16.681,294.89,80,20,2.57,ES,1663318150
Ndioum,16.5129,-14.6471,301.09,61,0,5.83,SN,1663318150
Vardø,70.3705,31.1107,281.28,89,100,11.8,NO,1663318150
Fort Nelson,58.8053,-122.7002,287.92,47,75,2.57,CA,1663318151
Okha,53.5739,142.9478,281.06,73,59,3.35,RU,1663318151
Glace Bay,46.1969,-59.957,286.36,79,100,10.29,CA,1663318152
Tilichiki,60.4667,166.1,275.95,77,100,8.39,RU,1663318152
Yulara,-25.2406,130.9889,295.96,21,6,5.07,AU,1663318153
Ponta Delgada,37.7333,-25.6667,296.76,94,20,5.14,PT,1663318153
Kaiyuan,23.6977,103.3037,295.33,84,94,2.54,CN,1663318153
Maní,4.8172,-72.2886,295.42,91,100,1.55,CO,1663318153
Saint-Joseph,-21.3667,55.6167,297.36,74,36,7.58,RE,1663318154
Teguise,29.0605,-13.564,296.27,69,40,8.23,ES,1663318154
Okhotsk,59.3833,143.3,282.55,58,8,2.31,RU,1663318154
Sistranda,63.7256,8.834,285.13,79,100,9.38,NO,1663318155
Bandarbeyla,9.4942,50.8122,305.75,48,3,11.29,SO,1663318155
Manyana,-23.4,21.7167,300.84,15,0,5.77,BW,1663318155
Banda Aceh,5.5577,95.3222,302.3,69,18,6.09,ID,1663318155
Calatayud,41.3535,-1.6432,294.34,60,6,1.74,ES,1663318156
Kokkola,63.8385,23.1307,284.28,96,75,3.09,FI,1663317914
Srednekolymsk,67.45,153.6833,276.82,62,100,2.3,RU,1663318156
Plouzané,48.3833,-4.6167,289.25,72,0,4.12,FR,1663318157
Leningradskiy,69.3833,178.4167,273.86,89,100,2.91,RU,1663318157
New Glasgow,45.5834,-62.6486,287.03,60,100,8.67,CA,1663318157
Gorom-Gorom,14.4439,-0.2361,303.61,48,99,5.2,BF,1663318157
Port Moresby,-9.4431,147.1797,299.83,89,40,7.72,PG,1663317738
Kaka,37.3482,59.6143,303.04,30,4,2.69,TM,1663318158
Muros,42.7762,-9.0603,293.76,79,1,2.84,ES,1663318107
Kiama,-34.6833,150.8667,293.15,60,1,2.85,AU,1663318158
Sakakah,29.9697,40.2064,307.91,12,0,2.94,SA,1663318158
Maun,-19.9833,23.4167,300.13,28,0,6.17,BW,1663318159
Jizan,17.3333,42.6667,310.67,39,10,4.59,SA,1663318159
Kropotkin,45.4375,40.5756,300.37,29,100,7.42,RU,1663318160
Mehrān,33.1222,46.1646,311.76,10,0,8.62,IR,1663318160
Nanchang,28.6833,115.8833,305.28,39,29,1.53,CN,1663317881
Kampong Thom,12.7111,104.8887,304.97,63,100,1.81,KH,1663317957
City of San Pedro,14.35,121.0167,303.33,64,75,6.17,PH,1663317928
Lorengau,-2.0226,147.2712,300.6,70,100,3.85,PG,1663318162
Vostok,46.4856,135.8833,286.37,87,100,0.82,RU,1663318162
Zaysan,47.4667,84.8667,288.2,32,5,4.42,KZ,1663317973
Katsuura,35.1333,140.3,298.47,73,88,4.71,JP,1663318163
Oudtshoorn,-33.5907,22.2014,291.35,17,51,0.74,ZA,1663318163
Morristown,36.214,-83.2949,288.58,97,20,0.0,US,1663318163
Killybegs,54.6333,-8.45,285.99,66,40,5.48,IE,1663318163
Burns Lake,54.2331,-125.7533,279.83,81,72,1.53,CA,1663318164
Yaan,7.3833,8.5667,297.45,87,100,2.51,NG,1663318164
Chimbote,-9.0853,-78.5783,288.99,90,99,2.98,PE,1663318164
Luwuk,-0.9516,122.7875,299.94,83,98,2.0,ID,1663318165
Berdigestyakh,62.0989,126.6992,280.19,71,72,2.11,RU,1663318165
Tagāb,34.855,69.6492,303.43,10,0,5.16,AF,1663318165
Ibipeba,-11.6408,-42.0111,290.54,91,6,3.32,BR,1663318165
Aksay,47.26,39.87,296.27,73,90,6.26,RU,1663318166
Necochea,-38.5473,-58.7368,283.67,73,83,7.86,AR,1663318167
Takaka,-40.85,172.8,282.77,84,63,0.99,NZ,1663318167
Yenagoa,4.9247,6.2642,299.48,80,99,2.68,NG,1663318168
Oriximiná,-1.7656,-55.8661,297.26,67,17,2.19,BR,1663317971
Kalmunai,7.4167,81.8167,303.56,64,13,5.32,LK,1663318168
Imbituba,-28.24,-48.6703,289.18,90,57,1.54,BR,1663318169
Marsá Maţrūḩ,31.3525,27.2453,300.26,47,40,3.6,EG,1663317891
Devils Lake,48.1128,-98.8651,285.14,95,100,5.66,US,1663318170
Luanda,-8.8368,13.2343,297.15,78,75,2.57,AO,1663317645
Pangody,65.85,74.4859,286.82,58,96,3.34,RU,1663318170
Ocampo,21.65,-101.5,286.72,84,62,4.8,MX,1663318170
Havøysund,70.9963,24.6622,282.28,93,100,12.04,NO,1663318171
Dzaoudzi,-12.7887,45.2699,301.09,61,20,5.14,YT,1663318171
Baikunthpur,23.25,82.55,300.67,76,97,5.61,IN,1663318171
Cidreira,-30.1811,-50.2056,288.62,84,3,5.19,BR,1663318171
Hoquiam,46.9809,-123.8893,287.14,88,100,3.6,US,1663318172
Villa Carlos Paz,-31.4241,-64.4978,285.75,29,99,3.09,AR,1663318172
Baiyin,36.5583,104.2081,291.42,59,100,7.98,CN,1663318172
Koslan,63.4564,48.8989,286.04,78,100,3.87,RU,1663318173
Matina,10.0761,-83.2895,296.8,90,71,1.66,CR,1663318173
Zhangaözen,43.3,52.8,297.06,29,70,2.01,KZ,1663318173
Abhar,36.1468,49.218,299.71,20,0,1.53,IR,1663317976
Ishikari,43.2397,141.3539,294.19,73,75,6.17,JP,1663318174
Phalodi,27.1333,72.3667,312.13,22,0,6.11,IN,1663318047
Ossora,59.2353,163.0719,278.48,75,68,5.83,RU,1663318174
Shubarshi,48.5872,57.1869,293.57,40,90,5.02,KZ,1663318174
Saint Lawrence,36.0553,14.204,301.96,72,0,0.45,MT,1663318175
Kloulklubed,7.0419,134.2556,302.43,69,98,2.84,PW,1663318175
Liverpool,53.4106,-2.9779,287.2,74,20,7.2,GB,1663318175
Øksfjord,70.2396,22.3479,283.25,96,100,2.31,NO,1663318176
Nong Han,17.3608,103.1053,307.17,66,100,0.68,TH,1663318057
Mehamn,71.0357,27.8492,281.12,93,75,7.2,NO,1663318177
Portland,45.5234,-122.6762,290.14,74,40,5.14,US,1663318007
Vrises,35.492,23.8899,300.57,41,0,2.8,GR,1663318177
Heraclea,37.5133,34.0467,300.55,17,0,1.91,TR,1663318149
Krasnyy Kholm,58.0607,37.1203,285.32,89,100,5.05,RU,1663318178
Rudnogorsk,57.2639,103.7519,285.05,42,74,2.06,RU,1663318178
Eganville,45.5334,-77.0994,283.44,83,100,1.12,CA,1663318178
Sheridan,44.8333,-106.9173,284.99,91,0,0.45,US,1663318178
Lima,-12.0432,-77.0282,288.65,85,100,5.14,PE,1663317542
Yerbogachën,61.2767,108.0108,281.78,63,100,5.28,RU,1663318179
Toamasina,-18.1667,49.3833,299.15,65,75,4.12,MG,1663318179
Bermeo,43.4209,-2.7215,296.06,79,88,5.36,ES,1663318180
Kānker,20.2719,81.4931,303.1,63,59,5.47,IN,1663318180
Bilibino,68.0546,166.4372,274.42,97,100,2.3,RU,1663318180
Nioro,13.35,-15.75,299.86,86,10,2.56,GM,1663318180
Leshukonskoye,64.8989,45.7622,283.53,96,100,2.45,RU,1663318181
Pitimbu,-7.4706,-34.8086,294.48,72,20,4.07,BR,1663318181
Leh,34.1667,77.5833,291.86,24,14,2.47,IN,1663317900
Morvi,22.8167,70.8333,304.1,62,84,7.98,IN,1663317957
Twin Falls,42.3505,-114.6445,284.34,71,0,4.63,US,1663318182
Te Anau,-45.4167,167.7167,276.29,92,16,0.33,NZ,1663318182
Māngrol,21.1167,70.1167,301.45,79,99,6.68,IN,1663318002
Homer,59.6425,-151.5483,282.62,93,100,0.0,US,1663318182
Chākia,26.4167,85.05,302.95,69,100,1.16,IN,1663318092
Gamba,-2.65,10.0,298.19,73,100,2.72,GA,1663318183
San Quintín,30.4833,-115.95,292.79,82,71,4.99,MX,1663318183
El Doncello,1.6782,-75.2847,293.53,95,87,0.89,CO,1663318185
Bantry,51.6833,-9.45,286.15,70,7,2.3,IE,1663318185
Rocha,-34.4833,-54.3333,282.52,96,0,2.41,UY,1663318185
Chiredzi,-21.05,31.6667,303.5,20,0,2.46,ZW,1663318186
Bubaque,11.2833,-15.8333,300.36,81,23,4.29,GW,1663318186
Chul'man,56.8479,124.9104,280.41,69,43,2.63,RU,1663318186
Tomelloso,39.1522,-3.0243,293.44,56,0,2.14,ES,1663318186
Ola,59.5833,151.2833,281.47,62,22,2.21,RU,1663318187
Meadow Lake,34.8014,-106.5436,292.86,49,2,2.75,US,1663318187
Swan River,52.1058,-101.2676,277.09,100,96,0.0,CA,1663318187
Thinadhoo,0.5333,72.9333,300.71,67,0,1.93,MV,1663318188
Boyolangu,-8.1181,111.8935,297.93,82,100,3.42,ID,1663318188
Grand-Lahou,5.1367,-5.0242,298.45,84,100,3.37,CI,1663318188
Saint Andrews,34.0454,-81.1293,291.09,81,0,0.0,US,1663317976
Puerto Peñasco,31.3167,-113.5333,301.47,59,0,1.74,MX,1663318189
San Felipe,10.3399,-68.7425,295.45,96,100,0.35,VE,1663317925
Matadi,-5.8167,13.45,298.41,73,100,2.76,CD,1663318025
Lae,-6.7221,146.9847,301.52,80,86,2.26,PG,1663318189
Qaqortoq,60.7167,-46.0333,283.11,85,100,7.38,GL,1663318190
Pirovskoye,57.6267,92.2658,285.99,49,41,2.03,RU,1663318191
Laramie,41.3114,-105.5911,283.02,82,0,1.54,US,1663318191
Panguna,-6.3164,155.4848,293.45,95,12,1.43,PG,1663318191
Tārūt,26.5733,50.0369,312.27,32,0,9.47,SA,1663318191
Mīzan Teferī,6.9833,35.5833,294.35,83,58,1.05,ET,1663318192
Collie,-33.3667,116.15,288.65,66,2,3.33,AU,1663318192
Wanning,18.8003,110.3967,302.58,69,13,3.08,CN,1663318192
‘Ewa Beach,21.3156,-158.0072,300.12,76,0,1.54,US,1663318193
Coolum Beach,-26.5333,153.1,294.88,83,100,4.46,AU,1663318193
Coyhaique,-45.5752,-72.0662,274.49,86,0,1.54,CL,1663318194
Slantsy,59.1182,28.0914,284.56,86,100,4.19,RU,1663318194
Porto-Novo,6.4965,2.6036,299.05,73,84,4.23,BJ,1663318195
Lázaro Cárdenas,17.9583,-102.2,298.2,90,85,2.64,MX,1663318195
Qui Nhon,13.7667,109.2333,301.69,79,59,4.19,VN,1663317902
Quatre Cocos,-20.2078,57.7625,298.21,69,8,7.55,MU,1663318195
Honiara,-9.4333,159.95,299.34,78,9,0.87,SB,1663317793
Esim,4.8699,-2.2405,298.81,81,100,3.94,GH,1663318197
El Sauzal de Rodríguez,31.9,-116.6833,292.27,83,4,1.87,MX,1663318197
Oranjemund,-28.55,16.4333,289.99,72,7,4.79,NA,1663318198
San José de Gracia,20.6667,-102.5833,285.84,93,13,1.96,MX,1663318198
Great Yarmouth,52.6083,1.7305,286.52,64,47,9.76,GB,1663318199
Agios Nikolaos,38.4167,23.65,306.26,38,0,0.0,GR,1663318199
Kirando,-7.4167,30.6,301.45,44,38,4.12,TZ,1663318147
Kipushi,-11.7667,27.2333,299.83,30,89,3.53,CD,1663318200
Thunder Bay,48.4001,-89.3168,285.14,100,100,4.12,CA,1663318200
Mersing,2.4312,103.8405,305.1,70,40,3.6,MY,1663318200
Quito,-0.2299,-78.5249,282.68,82,97,1.02,EC,1663317791
Nuuk,64.1835,-51.7216,280.49,100,100,6.17,GL,1663317543
Dawson Creek,55.7666,-120.2362,279.95,76,0,1.03,CA,1663318201
